audienceScore,audienceScore_sentiment,criticsScore,criticsScore_certifiedAttribute,criticsScore_sentiment,lower_title,original_release_year,title
54,negative,49,False,negative,atlantis:thelostempire,2014,Atlantis: The Lost Empire
82,positive,82,True,positive,eddietheeagle,2016,Eddie the Eagle
85,positive,15,False,negative,grandma'sboy,2015,Grandma's Boy
85,positive,77,True,positive,harrypotterandthedeathlyhallows:part1,2013,Harry Potter and the Deathly Hallows: Part 1
85,positive,90,True,positive,onbodyandsoul,2018,On Body and Soul
71,positive,82,False,positive,sevenkingsmustdie,2023,Seven Kings Must Die
67,positive,90,True,positive,thekindergartenteacher,2018,The Kindergarten Teacher
48,negative,85,False,positive,thevanishing,2019,The Vanishing
89,positive,98,True,positive,ahardday'snight,2015,A Hard Day's Night
75,positive,47,False,negative,eurotrip,2016,Eurotrip
23,negative,,False,,theveil,2016,The Veil
91,positive,92,True,positive,dallasbuyersclub,2014,Dallas Buyers Club
91,positive,60,False,positive,deadman'sshoes,2016,Dead Man's Shoes
57,negative,47,False,negative,goinginstyle,2017,Going in Style
79,positive,84,True,positive,jerrymaguire,2012,Jerry Maguire
46,negative,38,False,negative,talesfromearthsea,2019,Tales From Earthsea
33,negative,45,False,negative,thelie,2020,The Lie
61,positive,67,False,positive,therunningman,2014,The Running Man
91,positive,98,True,positive,afistfulofdollars,2012,A Fistful of Dollars
51,negative,10,False,negative,alvinandthechipmunks:chipwrecked,2013,Alvin and the Chipmunks: Chipwrecked
59,negative,29,False,negative,annie,2015,Annie
69,positive,99,True,positive,ashispurestwhite,2019,Ash Is Purest White
92,positive,93,True,positive,beautyandthebeast,2016,Beauty and the Beast
78,positive,84,True,positive,dorevenge,2022,Do Revenge
76,positive,93,True,positive,don'tlooknow,2014,Don't Look Now
35,negative,31,False,negative,exodus:godsandkings,2016,Exodus: Gods and Kings
80,positive,88,True,positive,funnyface,2013,Funny Face
40,negative,0,False,negative,killingmesoftly,2008,Killing Me Softly
30,negative,49,False,negative,manodrome,2023,Manodrome
76,positive,78,True,positive,seabiscuit,2016,Seabiscuit
25,negative,18,False,negative,thelastdaysonmars,2014,The Last Days on Mars
75,positive,30,False,negative,waiting...,2015,Waiting ...
91,positive,88,True,positive,breakfastattiffany's,2013,Breakfast at Tiffany's
49,negative,29,False,negative,funwithdickandjane,2013,Fun With Dick and Jane
54,negative,43,False,negative,intheheartofthesea,2016,In the Heart of the Sea
86,positive,81,True,positive,roadtoperdition,2013,Road to Perdition
42,negative,,False,,sexandtheu.s.a.,2017,Sex and the U.S.A.
87,positive,90,True,positive,isleofdogs,2018,Isle of Dogs
24,negative,27,False,negative,lostinspace,2008,Lost in Space
56,negative,57,False,negative,marieantoinette,2013,Marie Antoinette
74,positive,89,True,positive,prospect,2019,Prospect
85,positive,91,True,positive,raisingarizona,2014,Raising Arizona
73,positive,35,False,negative,thelakehouse,2016,The Lake House
19,negative,,False,,17&life:jailbait,2016,17 & Life: Jailbait
66,positive,65,False,positive,bringiton,2014,Bring It On
84,positive,93,True,positive,ghostworld,2016,Ghost World
95,positive,97,True,positive,judasandtheblackmessiah,2021,Judas and the Black Messiah
92,positive,94,True,positive,charade,2015,Charade
96,positive,90,True,positive,cinemaparadiso,2016,Cinema Paradiso
58,negative,88,True,positive,freakyfriday,2016,Freaky Friday
56,negative,46,False,negative,hoodwinked!,2016,Hoodwinked!
52,negative,,False,,thechallenger,2016,The Challenger
91,positive,99,True,positive,themaltesefalcon,2016,The Maltese Falcon
40,negative,79,True,positive,themonster,2017,The Monster
84,positive,64,False,positive,weweresoldiers,2014,We Were Soldiers
81,positive,80,True,positive,bridgetjones'sdiary,2016,Bridget Jones's Diary
64,positive,55,False,negative,ma,2019,Ma
64,positive,13,False,negative,thebenchwarmers,2012,The Benchwarmers
25,negative,29,False,negative,thesilence,2019,The Silence
84,positive,80,True,positive,thetheoryofeverything,2015,The Theory of Everything
42,negative,34,False,negative,thething,2015,The Thing
49,negative,41,False,negative,darkskies,2017,Dark Skies
87,positive,97,True,positive,eyeswithoutaface,2016,Eyes Without a Face
78,positive,70,False,positive,occupiedcity,2024,Occupied City
77,positive,60,False,positive,pitchblack,2015,Pitch Black
84,positive,89,True,positive,shaolinsoccer,2016,Shaolin Soccer
30,negative,13,False,negative,themummy:tombofthedragonemperor,2015,The Mummy: Tomb of the Dragon Emperor
54,negative,52,False,negative,funnygames,2016,Funny Games
89,positive,98,True,positive,hamilton,2020,Hamilton
42,negative,56,False,negative,mission:impossibleii,2011,Mission: Impossible II
89,positive,94,False,positive,scrambled,2024,Scrambled
87,positive,94,True,positive,spartacus,2015,Spartacus
77,positive,83,True,positive,thebookoflife,2016,The Book of Life
19,negative,7,False,negative,thesnowman,2018,The Snowman
87,positive,50,False,negative,afterdeath,2024,After Death
87,positive,76,True,positive,friedgreentomatoes,2012,Fried Green Tomatoes
29,negative,60,False,positive,godzilla:theplaneteater,2019,Godzilla: The Planet Eater
89,positive,43,False,negative,ladyballers,2023,Lady Ballers
90,positive,87,True,positive,thegraduate,2012,The Graduate
52,negative,43,False,negative,thelasthouseontheleft,2015,The Last House on the Left
72,positive,89,True,positive,theworld'send,2015,The World's End
83,positive,94,True,positive,animalkingdom,2011,Animal Kingdom
57,negative,86,True,positive,badlieutenant:portofcallneworleans,2016,Bad Lieutenant: Port of Call New Orleans
60,positive,66,False,positive,fridaythe13th,2011,Friday the 13th
44,negative,15,False,negative,jumper,2016,Jumper
59,negative,62,False,positive,salt,2012,Salt
41,negative,27,False,negative,thefamily,2014,The Family
83,positive,77,False,positive,thefundamentalsofcaring,2017,The Fundamentals of Caring
84,positive,52,False,negative,whatdreamsmaycome,2015,What Dreams May Come
79,positive,55,False,negative,flipped,2016,Flipped
94,positive,75,False,positive,journeytobethlehem,2023,Journey to Bethlehem
100,positive,79,True,positive,littlemonsters,2019,Little Monsters
60,positive,78,True,positive,magicmike,2014,Magic Mike
87,positive,95,True,positive,nightofthelivingdead,2012,Night of the Living Dead
67,positive,61,False,positive,operationfinale,2018,Operation Finale
29,negative,,False,,sayen:thehuntress,2023,Sayen: The Huntress
83,positive,94,True,positive,suspiria,2017,Suspiria
62,positive,85,True,positive,boratsubsequentmoviefilm,2020,Borat Subsequent Moviefilm
88,positive,88,True,positive,savingface,2012,Saving Face
57,negative,73,False,positive,wherethewildthingsare,2011,Where the Wild Things Are
50,negative,57,False,negative,whiteboyrick,2018,White Boy Rick
94,positive,99,True,positive,bicyclethieves,2016,Bicycle Thieves
82,positive,89,True,positive,deliverance,2011,Deliverance
33,negative,7,False,negative,billionaireboysclub,2019,Billionaire Boys Club
19,negative,14,False,negative,dragonball:evolution,2015,Dragonball: Evolution
54,negative,72,False,positive,itcouldhappentoyou,2008,It Could Happen to You
32,negative,49,False,negative,roalddahl'sthewitches,2020,Roald Dahl's The Witches
95,positive,99,True,positive,still:amichaelj.foxmovie,2023,Still: A Michael J. Fox Movie
39,negative,64,False,positive,theamerican,2015,The American
76,positive,84,True,positive,bornonthefourthofjuly,2016,Born on the Fourth of July
91,positive,89,True,positive,edwardscissorhands,2014,Edward Scissorhands
40,negative,52,False,negative,gunsakimbo,2020,Guns Akimbo
78,positive,31,False,negative,myallamerican,2016,My All American
85,positive,81,True,positive,sixteencandles,2012,Sixteen Candles
45,negative,76,True,positive,stowaway,2021,Stowaway
41,negative,33,False,negative,amillionwaystodieinthewest,2015,A Million Ways to Die in the West
65,positive,78,False,positive,bodydouble,2010,Body Double
81,positive,40,False,negative,equilibrium,2016,Equilibrium
94,positive,94,True,positive,intheheights,2021,In the Heights
64,positive,84,False,positive,intherealmofthesenses,2017,In the Realm of the Senses
77,positive,94,True,positive,manhunter,2016,Manhunter
64,positive,18,False,negative,mindcage,2022,Mindcage
55,negative,90,True,positive,thekidwhowouldbeking,2019,The Kid Who Would Be King
26,negative,49,False,negative,themidnightsky,2020,The Midnight Sky
42,negative,65,False,positive,therewrite,2016,The Rewrite
81,positive,98,True,positive,thering,2019,The Ring
54,negative,81,True,positive,thespongebobmovie:spongeoutofwater,2016,The SpongeBob Movie: Sponge Out of Water
75,positive,88,True,positive,wild,2016,Wild
98,positive,76,True,positive,americanunderdog,2022,American Underdog
42,negative,61,False,positive,greta,2019,Greta
52,negative,83,True,positive,spencer,2021,Spencer
85,positive,67,False,positive,therock,2016,The Rock
,,95,False,positive,whisperoftheheart,2019,Whisper of the Heart
88,positive,91,True,positive,ytumamátambién,2016,Y tu mamá también
67,positive,75,False,positive,highstrung,2016,High Strung
37,negative,54,False,negative,raceforglory:audivs.lancia,2024,Race for Glory: Audi vs. Lancia
15,negative,,False,,titanicii,2019,Titanic II
89,positive,90,True,positive,what'seatinggilbertgrape,2013,What's Eating Gilbert Grape
75,positive,58,False,negative,conair,2015,Con Air
85,positive,,False,,giftedhands:thebencarsonstory,2015,Gifted Hands: The Ben Carson Story
90,positive,90,True,positive,milliondollarbaby,2016,Million Dollar Baby
55,negative,40,False,negative,smurfs:thelostvillage,2017,Smurfs: The Lost Village
69,positive,56,False,negative,thegirlnextdoor,2014,The Girl Next Door
85,positive,63,False,positive,backtothefuturepartii,2014,Back to the Future Part II
58,negative,64,False,positive,elysium,2013,Elysium
67,positive,,False,,girlstobuy,2022,Girls to Buy
93,positive,98,True,positive,ithappenedonenight,2012,It Happened One Night
76,positive,78,True,positive,rockybalboa,2015,Rocky Balboa
85,positive,88,True,positive,tradingplaces,2016,Trading Places
48,negative,46,False,negative,awalkinthewoods,2016,A Walk in the Woods
82,positive,74,True,positive,bigtroubleinlittlechina,2015,Big Trouble in Little China
30,negative,0,False,negative,darkcrimes,2018,Dark Crimes
61,positive,86,True,positive,lamb,2021,Lamb
91,positive,90,True,positive,rushmore,2014,Rushmore
77,positive,72,False,positive,thecroods,2015,The Croods
94,positive,77,True,positive,thecroods:anewage,2020,The Croods: A New Age
51,negative,42,False,negative,ghostintheshell,2018,Ghost in the Shell
65,positive,87,True,positive,hustlers,2019,Hustlers
36,negative,23,False,negative,inferno,2017,Inferno
60,positive,80,False,positive,mayhem!,2024,Mayhem!
56,negative,23,False,negative,needforspeed,2014,Need for Speed
35,negative,57,False,negative,hotelartemis,2018,Hotel Artemis
67,positive,21,False,negative,mafiamamma,2023,Mafia Mamma
85,positive,93,True,positive,monos,2019,Monos
57,negative,47,False,negative,mortalkombat,2009,Mortal Kombat
43,negative,85,True,positive,soft&quiet,2022,Soft & Quiet
69,positive,26,False,negative,stay,2015,Stay
73,positive,86,True,positive,thenightingale,2019,The Nightingale
95,positive,100,True,positive,witnessfortheprosecution,2008,Witness for the Prosecution
88,positive,93,True,positive,50/50,2014,50/50
79,positive,81,True,positive,betterlucktomorrow,2013,Better Luck Tomorrow
48,negative,60,False,positive,gunpowdermilkshake,2021,Gunpowder Milkshake
70,positive,82,True,positive,sideeffects,2015,Side Effects
45,negative,27,False,negative,vacation,2016,Vacation
21,negative,7,False,negative,whiteout,2011,Whiteout
94,positive,100,False,positive,abrightersummerday,2016,A Brighter Summer Day
89,positive,100,True,positive,asecretlove,2020,A Secret Love
67,positive,97,True,positive,babe,2015,Babe
36,negative,48,False,negative,blitz,2017,Blitz
83,positive,80,True,positive,hegotgame,2016,He Got Game
63,positive,40,False,negative,theisland,2014,The Island
77,positive,84,True,positive,22jumpstreet,2016,22 Jump Street
45,negative,54,False,negative,burn,2019,Burn
82,positive,89,True,positive,capote,2013,Capote
95,positive,98,True,positive,childrenofparadise,2017,Children of Paradise
53,negative,9,False,negative,norbit,2014,Norbit
86,positive,100,True,positive,searchingforbobbyfischer,2011,Searching for Bobby Fischer
85,positive,66,False,positive,theblindside,2013,The Blind Side
89,positive,83,True,positive,theuntouchables,2014,The Untouchables
78,positive,86,False,positive,honorsociety,2022,Honor Society
49,negative,64,False,positive,onedayasalion,2023,One Day as a Lion
87,positive,85,True,positive,theangryblackgirlandhermonster,2023,The Angry Black Girl and Her Monster
71,positive,69,False,positive,theelectricallifeoflouiswain,2021,The Electrical Life of Louis Wain
85,positive,86,True,positive,"thegodfather,coda:thedeathofmichaelcorleone",2020,"The Godfather, Coda: The Death of Michael Corleone"
93,positive,97,False,positive,amatteroflifeanddeath,2020,A Matter of Life and Death
,,,False,,bagoflies,2024,Bag of Lies
48,negative,37,False,negative,battle:losangeles,2013,Battle: Los Angeles
83,positive,87,True,positive,bound,2016,Bound
,,92,False,positive,duskforahitman,2024,Dusk for a Hitman
56,negative,24,False,negative,godisabullet,2023,God Is a Bullet
74,positive,67,False,positive,highschoolmusical,2016,High School Musical
80,positive,80,True,positive,myownprivateidaho,2012,My Own Private Idaho
81,positive,86,True,positive,okja,2017,Okja
57,negative,83,True,positive,paranormalactivity,2013,Paranormal Activity
52,negative,49,False,negative,sanandreas,2016,San Andreas
24,negative,0,False,negative,theravine,2022,The Ravine
56,negative,64,False,positive,hottubtimemachine,2015,Hot Tub Time Machine
45,negative,21,False,negative,manoftheyear,2016,Man of the Year
55,negative,31,False,negative,notanotherteenmovie,2013,Not Another Teen Movie
79,positive,92,True,positive,shatteredglass,2017,Shattered Glass
57,negative,64,False,positive,sleepingwithotherpeople,2016,Sleeping With Other People
85,positive,62,False,positive,thefall,2014,The Fall
69,positive,73,True,positive,tron,2015,Tron
77,positive,63,False,positive,race,2016,Race
86,positive,40,False,negative,slumberland,2022,Slumberland
79,positive,31,False,negative,underworld,2012,Underworld
40,negative,41,False,negative,darkmatter,2016,Dark Matter
70,positive,57,False,negative,"i,robot",2013,"I, Robot"
46,negative,47,False,negative,irrationalman,2016,Irrational Man
85,positive,76,False,positive,thenameoftherose,2017,The Name of the Rose
62,positive,70,True,positive,thesecretlifeofpets,2016,The Secret Life of Pets
44,negative,26,False,negative,unlocked,2017,Unlocked
48,negative,63,False,positive,6days,2017,6 Days
44,negative,25,False,negative,ambush,2023,Ambush
24,negative,41,False,negative,anaconda,2012,Anaconda
61,positive,85,True,positive,chacharealsmooth,2022,Cha Cha Real Smooth
38,negative,12,False,negative,childrenofthecorn,2023,Children of the Corn
