audienceScore,audienceScore_sentiment,criticsScore,criticsScore_certifiedAttribute,criticsScore_sentiment,lower_title,original_release_year,title
41,negative,17,False,negative,dunstonchecksin,2013,Dunston Checks In
91,positive,93,True,positive,elevatortothegallows,2017,Elevator to the Gallows
89,positive,66,False,positive,everythingisilluminated,2008,Everything Is Illuminated
60,positive,52,False,negative,fatherofthebridepartii,2017,Father of the Bride Part II
67,positive,81,True,positive,filmstarsdon'tdieinliverpool,2018,Film Stars Don't Die in Liverpool
59,negative,64,False,positive,fritzthecat,2017,Fritz the Cat
61,positive,80,False,positive,go!,2020,Go!
65,positive,40,False,negative,gunless,2016,Gunless
67,positive,75,False,positive,highanxiety,2013,High Anxiety
37,negative,58,False,negative,highheat,2022,High Heat
66,positive,74,True,positive,inhershoes,2015,In Her Shoes
81,positive,100,False,positive,ink,2016,Ink
60,positive,8,False,negative,ittakestwo,2017,It Takes Two
76,positive,,False,,mirage,2019,Mirage
74,positive,81,False,positive,mobydick,2017,Moby Dick
72,positive,100,False,positive,multiplemaniacs,2017,Multiple Maniacs
39,negative,,False,,mungerroad,2017,Munger Road
88,positive,97,True,positive,mustang,2016,Mustang
66,positive,37,False,negative,"mystery,alaska",2016,"Mystery, Alaska"
,,59,False,negative,ophelia,2019,Ophelia
59,negative,,False,,otherlife,2017,OtherLife
75,positive,90,False,positive,piku,2015,Piku
79,positive,92,True,positive,prayaway,2021,Pray Away
70,positive,57,False,negative,querelle,2020,Querelle
88,positive,100,False,positive,raatakelihai,2020,Raat Akeli Hai
46,negative,78,False,positive,rabid,2017,Rabid
44,negative,42,False,negative,racetowitchmountain,2015,Race to Witch Mountain
26,negative,46,False,negative,rearwindow,2016,Rear Window
64,positive,50,False,negative,shadrach,2015,Shadrach
45,negative,,False,,superfast!,2015,Superfast!
93,positive,91,True,positive,talktoher,2013,Talk to Her
42,negative,,False,,theambush,2022,The Ambush
91,positive,22,False,negative,thebirthdaycake,2021,The Birthday Cake
94,positive,91,True,positive,thecelebration,2016,The Celebration
85,positive,92,True,positive,thedamnedunited,2012,The Damned United
59,negative,78,True,positive,thegrandmaster,2014,The Grandmaster
48,negative,42,False,negative,thehumanstain,2016,The Human Stain
30,negative,18,False,negative,thejunglebook2,2017,The Jungle Book 2
86,positive,100,True,positive,thelavenderhillmob,2010,The Lavender Hill Mob
73,positive,87,True,positive,thething,2012,The Thing
89,positive,95,False,positive,thetrain,2008,The Train
59,negative,65,False,positive,thetunnel,2021,The Tunnel
71,positive,99,True,positive,thingstocome,2017,Things to Come
62,positive,25,False,negative,underworld:awakening,2012,Underworld: Awakening
79,positive,56,False,negative,waitingtoexhale,2015,Waiting to Exhale
90,positive,100,True,positive,wasteland,2016,Waste Land
76,positive,100,True,positive,welcometochechnya,2020,Welcome to Chechnya
52,negative,71,False,positive,xoxo,2017,XOXO
87,positive,87,True,positive,24hourpartypeople,2008,24 Hour Party People
79,positive,86,True,positive,abetterlife,2011,A Better Life
,,,False,,agirlupstairs,2024,A Girl Upstairs
71,positive,82,True,positive,amandaknox,2017,Amanda Knox
39,negative,30,False,negative,backtrack,2016,Backtrack
82,positive,100,False,positive,"batman:thelonghalloween,parttwo",2021,"Batman: The Long Halloween, Part Two"
54,negative,48,False,negative,beautifulcreatures,2014,Beautiful Creatures
47,negative,,False,,ben10:raceagainsttime,2017,Ben 10: Race Against Time
38,negative,14,False,negative,blackchristmas,2016,Black Christmas
75,positive,71,False,positive,bleach,2018,Bleach
37,negative,46,False,negative,bluesbrothers2000,2014,Blues Brothers 2000
49,negative,100,False,positive,breakingsurface,2020,Breaking Surface
91,positive,93,True,positive,briefencounter,2016,Brief Encounter
82,positive,63,False,positive,cannibal!themusical,2016,Cannibal! The Musical
42,negative,74,False,positive,catfight,2017,Catfight
22,negative,,False,,celebritysextape,2015,Celebrity Sex Tape
31,negative,,False,,completestrangers,2020,Complete Strangers
39,negative,20,False,negative,"crouchingtiger,hiddendragon:swordofdestiny",2017,"Crouching Tiger, Hidden Dragon: Sword of Destiny"
78,positive,64,False,positive,dreamer:inspiredbyatruestory,2014,Dreamer: Inspired by a True Story
33,negative,14,False,negative,driven,2017,Driven
24,negative,,False,,empirestate,2013,Empire State
74,positive,85,False,positive,eyeoftheneedle,2008,Eye of the Needle
68,positive,92,False,positive,faults,2015,Faults
36,negative,39,False,negative,fighting,2011,Fighting
68,positive,81,True,positive,getonup,2014,Get On Up
65,positive,40,False,negative,ghostsofwar,2020,Ghosts of War
64,positive,56,False,negative,godzillavs.kingghidorah,2016,Godzilla vs. King Ghidorah
27,negative,17,False,negative,graveencounters2,2013,Grave Encounters 2
92,positive,97,True,positive,greatfreedom,2022,Great Freedom
42,negative,77,True,positive,greenberg,2016,Greenberg
93,positive,100,False,positive,ifanythinghappensiloveyou,2020,If Anything Happens I Love You
62,positive,50,False,negative,invasionofastro-monster,2014,Invasion of Astro-Monster
23,negative,16,False,negative,jasongoestohell:thefinalfriday,2008,Jason Goes to Hell: The Final Friday
64,positive,27,False,negative,jiujitsu,2020,Jiu Jitsu
66,positive,50,False,negative,joyride,2022,Joyride
87,positive,,False,,legojurassicpark:theunofficialretelling,2023,LEGO Jurassic Park: The Unofficial Retelling
80,positive,97,True,positive,leviathan,2016,Leviathan
65,positive,91,False,positive,lowlife,2018,Lowlife
45,negative,90,True,positive,martyrslane,2021,Martyrs Lane
62,positive,90,False,positive,nevergrowold,2019,Never Grow Old
65,positive,75,True,positive,nickandnorah'sinfiniteplaylist,2012,Nick and Norah's Infinite Playlist
42,negative,86,True,positive,nightmoves,2016,Night Moves
68,positive,31,False,negative,nothingtolose,2015,Nothing to Lose
18,negative,13,False,negative,s.darko:adonniedarkotale,2013,S. Darko: A Donnie Darko Tale
54,negative,66,False,positive,shanghaiknights,2016,Shanghai Knights
40,negative,26,False,negative,snowdogs,2016,Snow Dogs
35,negative,17,False,negative,soulman,2015,Soul Man
45,negative,89,True,positive,starfish,2019,Starfish
,,,False,,taboo2,2020,Taboo 2
54,negative,38,False,negative,tellmeyourname,2018,Tell Me Your Name
85,positive,,False,,"thankyou,i'msorry",2023,"Thank You, I'm Sorry"
72,positive,90,False,positive,thebeguiled,2015,The Beguiled
60,positive,85,True,positive,theimmigrant,2015,The Immigrant
75,positive,78,True,positive,theinventor:outforbloodinsiliconvalley,2019,The Inventor: Out for Blood in Silicon Valley
61,positive,64,False,positive,thenines,2009,The Nines
18,negative,16,False,negative,thereturnofthetexaschainsawmassacre,2010,The Return of the Texas Chainsaw Massacre
44,negative,,False,,thetrap,2019,The Trap
54,negative,78,False,positive,theunthinkable,2021,The Unthinkable
94,positive,,False,,thewave,2017,The Wave
71,positive,76,True,positive,thewhistleblower,2016,The Whistleblower
88,positive,,False,,toendallwar:oppenheimer&theatomicbomb,2023,To End All War: Oppenheimer & the Atomic Bomb
100,positive,,False,,"tome,theonewholovedyou",2023,"To Me, the One Who Loved You"
52,negative,63,False,positive,toast,2017,Toast
57,negative,71,False,positive,together,2021,Together
52,negative,63,False,positive,torncurtain,2016,Torn Curtain
,,68,False,positive,villain,2020,Villain
28,negative,74,True,positive,wearetheflesh,2020,We Are the Flesh
88,positive,77,True,positive,whitechristmas,2016,White Christmas
83,positive,,False,,youarenotalone:fightingthewolfpack,2024,You Are Not Alone: Fighting the Wolf Pack
51,negative,6,False,negative,"yours,mine&ours",2011,"Yours, Mine & Ours"
86,positive,88,False,positive,zindajinamilegidobara,2016,Zindaji Na Milegi Dobara
86,positive,94,False,positive,ashotinthedark,2017,A Shot in the Dark
72,positive,87,False,positive,advantageous,2016,Advantageous
40,negative,12,False,negative,alltheking'smen,2011,All the King's Men
57,negative,,False,,amerigeddon,2016,Amerigeddon
93,positive,95,True,positive,andreirublev,2018,Andrei Rublev
81,positive,100,False,positive,audible,2021,Audible
92,positive,100,False,positive,beautymark,2018,Beauty Mark
70,positive,72,False,positive,beloved,2016,Beloved
68,positive,,False,,black&white&sex,2015,Black & White & Sex
57,negative,,False,,chaos,2016,Chaos
97,positive,91,True,positive,chile'76,2023,Chile '76
83,positive,80,False,positive,coldbrook,2019,Cold Brook
53,negative,44,False,negative,comet,2015,Comet
79,positive,,False,,coonskin,2018,Coonskin
53,negative,22,False,negative,countrystrong,2011,Country Strong
37,negative,26,False,negative,daylight,2016,Daylight
34,negative,60,False,positive,don'tbeafraidofthedark,2012,Don't Be Afraid of the Dark
34,negative,18,False,negative,extinction,2016,Extinction
85,positive,90,False,positive,femaletrouble,2014,Female Trouble
74,positive,69,False,positive,fisherman'sfriends,2020,Fisherman's Friends
76,positive,20,False,negative,fortress,2021,Fortress
69,positive,86,True,positive,heavencanwait,2017,Heaven Can Wait
33,negative,0,False,negative,homecoming,2016,Homecoming
20,negative,67,False,positive,hostelpartiii,2011,Hostel Part III
42,negative,31,False,negative,houseonhauntedhill,2009,House on Haunted Hill
79,positive,96,True,positive,ida,2015,Ida
91,positive,82,False,positive,imitationoflife,2014,Imitation of Life
86,positive,,False,,interstate60,2016,Interstate 60
80,positive,92,True,positive,juniper,2023,Juniper
69,positive,74,False,positive,kompromat,2023,Kompromat
70,positive,95,True,positive,lapsis,2021,Lapsis
38,negative,52,False,negative,leatherheads,2016,Leatherheads
56,negative,,False,,littlegirlblue,2018,Little Girl Blue
100,positive,67,False,positive,loudmouth,2023,Loudmouth
55,negative,16,False,negative,madeofhonor,2012,Made of Honor
52,negative,58,False,negative,mybloodyvalentine,2013,My Bloody Valentine
23,negative,45,False,negative,openwater2:adrift,2009,Open Water 2: Adrift
28,negative,62,False,positive,ourhouse,2018,Our House
51,negative,72,False,positive,piranha,2018,Piranha
46,negative,53,False,negative,promisedland,2016,Promised Land
79,positive,100,False,positive,"runsilent,rundeep",2010,"Run Silent, Run Deep"
72,positive,93,True,positive,ruthlesspeople,2014,Ruthless People
90,positive,91,True,positive,shine,2008,Shine
97,positive,100,False,positive,shoah,2021,Shoah
64,positive,82,True,positive,sometimesalwaysnever,2020,Sometimes Always Never
90,positive,61,False,positive,sonofthesouth,2021,Son of the South
78,positive,48,False,negative,summerstorm,2016,Summer Storm
78,positive,82,False,positive,swissfamilyrobinson,2014,Swiss Family Robinson
33,negative,19,False,negative,teenagemutantninjaturtlesiii,2008,Teenage Mutant Ninja Turtles III
48,negative,80,True,positive,theassassin,2016,The Assassin
74,positive,81,True,positive,theboxer,2016,The Boxer
87,positive,95,True,positive,thecainemutiny,2012,The Caine Mutiny
75,positive,70,False,positive,theetruscansmile,2020,The Etruscan Smile
81,positive,83,False,positive,thegetaway,2014,The Getaway
64,positive,42,False,negative,thegreateststoryevertold,2008,The Greatest Story Ever Told
80,positive,100,False,positive,thehardertheyfall,2012,The Harder They Fall
18,negative,,False,,thehungovergames,2014,The Hungover Games
52,negative,20,False,negative,theinvisibleguardian,2017,The Invisible Guardian
45,negative,60,False,positive,thelazarusproject,2013,The Lazarus Project
57,negative,60,False,positive,thelibrarian:questforthespear,2016,The Librarian: Quest for the Spear
69,positive,37,False,negative,themanwhoknewtoolittle,2013,The Man Who Knew Too Little
58,negative,96,False,positive,thepool,2019,The Pool
45,negative,50,False,negative,theshaggyd.a.,2014,The Shaggy D.A.
,,,False,,thespore,2021,The Spore
,,,False,,thestaggeringgirl,2020,The Staggering Girl
63,positive,,False,,thetreacherous,2017,The Treacherous
50,negative,,False,,thevillageinthewoods,2021,The Village In The Woods
77,positive,88,True,positive,thewoodsman,2016,The Woodsman
29,negative,38,False,negative,thewrathofgod,2022,The Wrath of God
71,positive,57,False,negative,thencameyou,2019,Then Came You
100,positive,,False,,underdog,2024,Underdog
53,negative,55,False,negative,yearofthedragon,2016,Year of the Dragon
,,,False,,zerotohero,2024,Zero to Hero
,,100,False,positive,17blocks,2021,17 Blocks
85,positive,79,True,positive,averylongengagement,2014,A Very Long Engagement
63,positive,53,False,negative,americanwedding,2015,American Wedding
57,negative,72,False,positive,aroundtheworldin80days,2017,Around the World in 80 Days
48,negative,60,False,positive,assaultonprecinct13,2015,Assault on Precinct 13
48,negative,21,False,negative,beastly,2015,Beastly
66,positive,21,False,negative,biggoldbrick,2022,Big Gold Brick
,,67,False,positive,bloomup:aswingercouplestory,2022,Bloom Up: A Swinger Couple Story
83,positive,95,True,positive,bowlingforcolumbine,2017,Bowling for Columbine
91,positive,100,False,positive,breakermorant,2017,Breaker Morant
,,,False,,chinasky,2009,China Sky
,,,False,,chroniclesoftheghostlytribe,2016,Chronicles of the Ghostly Tribe
86,positive,86,False,positive,citizenx,2014,Citizen X
70,positive,80,False,positive,dancinglady,2016,Dancing Lady
47,negative,40,False,negative,deliveryman,2015,Delivery Man
59,negative,57,False,negative,demonhouse,2018,Demon House
21,negative,27,False,negative,don'tknocktwice,2017,Don't Knock Twice
91,positive,78,False,positive,drishyam,2017,Drishyam
30,negative,63,False,positive,edtv,2016,EDtv
63,positive,86,False,positive,godzillavs.mechagodzilla,2016,Godzilla vs. Mechagodzilla
79,positive,8,False,negative,grind,2015,Grind
49,negative,48,False,negative,hit&run,2016,Hit & Run
90,positive,,False,,humaapkehainkoun!,2017,Hum Aapke Hain Koun!
30,negative,0,False,negative,ispitonyourgrave2,2016,I Spit on Your Grave 2
22,negative,0,False,negative,johnny&clyde,2023,Johnny & Clyde
95,positive,,False,,kumbalanginights,2019,Kumbalangi Nights
83,positive,96,True,positive,languagelessons,2021,Language Lessons
54,negative,95,True,positive,littlewoods,2019,Little Woods
75,positive,38,False,negative,malaal,2019,Malaal
44,negative,62,False,positive,mapstothestars,2015,Maps to the Stars
49,negative,45,False,negative,messagefromtheking,2017,Message From the King
84,positive,93,True,positive,metropolitan,2017,Metropolitan
55,negative,76,True,positive,nannymcpheereturns,2014,Nanny McPhee Returns
60,positive,53,False,negative,nightbreed,2017,Nightbreed
93,positive,92,True,positive,nobodyknows,2017,Nobody Knows
63,positive,53,False,negative,oneway,2022,One Way
45,negative,,False,,palmswings,2017,Palm Swings
40,negative,84,False,positive,pinocchio,2021,Pinocchio
68,positive,73,True,positive,privateparts,2010,Private Parts
60,positive,43,False,negative,questforcamelot,2008,Quest for Camelot
57,negative,81,True,positive,robthemob,2017,Rob the Mob
36,negative,,False,,sniper:ghostshooter,2016,Sniper: Ghost Shooter
90,positive,91,False,positive,spielberg,2017,Spielberg
81,positive,75,False,positive,strangebrew,2014,Strange Brew
71,positive,96,True,positive,sweetcountry,2018,Sweet Country
95,positive,100,False,positive,thebatteredbastardsofbaseball,2016,The Battered Bastards of Baseball
37,negative,64,False,positive,thelastshift,2020,The Last Shift
69,positive,100,False,positive,thelasttourist,2022,The Last Tourist
,,,False,,thelazytownmovie,2023,The LazyTown Movie
73,positive,,False,,thephysician,2015,The Physician
40,negative,33,False,negative,thereturnofjafar,2015,The Return of Jafar
82,positive,100,False,positive,thescentofgreenpapaya,2011,The Scent of Green Papaya
61,positive,32,False,negative,thesunlitnight,2020,The Sunlit Night
92,positive,88,False,positive,thevirginspring,2017,The Virgin Spring
88,positive,90,False,positive,"tosir,withlove",2012,"To Sir, With Love"
81,positive,100,False,positive,tunnel,2017,Tunnel
12,negative,,False,,undercoverbrother2,2019,Undercover Brother 2
82,positive,90,False,positive,vonryan'sexpress,2015,Von Ryan's Express
45,negative,31,False,negative,12rounds,2013,12 Rounds
82,positive,91,False,positive,asoldier'sstory,2012,A Soldier's Story
67,positive,86,False,positive,adventuresinbabysitting,2016,Adventures in Babysitting
41,negative,,False,,badcountry,2014,Bad Country
60,positive,80,False,positive,bennylovesyou,2021,Benny Loves You
90,positive,99,False,positive,beyondtheinfinitetwominutes,2022,Beyond the Infinite Two Minutes
63,positive,75,False,positive,biloxiblues,2014,Biloxi Blues
53,negative,,False,,blackmirror:bandersnatch,2018,Black Mirror: Bandersnatch
36,negative,33,False,negative,d.o.a.:deadoralive,2016,D.O.A.: Dead or Alive
71,positive,,False,,damaged,2017,Damaged
89,positive,100,False,positive,daysofwineandroses,2010,Days of Wine and Roses
63,positive,82,False,positive,deathrace2000,2017,Death Race 2000
49,negative,11,False,negative,dracula:deadandlovingit,2008,Dracula: Dead and Loving It
69,positive,100,False,positive,"ducktales,themovie:treasureofthelostlamp",2014,"DuckTales, the Movie: Treasure of the Lost Lamp"
78,positive,100,False,positive,endgame,2018,End Game
91,positive,93,False,positive,fail-safe,2012,Fail-Safe
26,negative,15,False,negative,firstkill,2017,First Kill
56,negative,67,False,positive,force10fromnavarone,2008,Force 10 From Navarone
55,negative,46,False,negative,hotelfordogs,2013,Hotel for Dogs
39,negative,,False,,invitationtoagunfighter,2008,Invitation to a Gunfighter
64,positive,71,False,positive,isolation,2021,Isolation
,,,False,,khidokhundi,2018,Khido Khundi
73,positive,85,True,positive,kicks,2016,Kicks
67,positive,,False,,leftbehind:worldatwar,2013,Left Behind: World at War
53,negative,7,False,negative,licensetowed,2009,License to Wed
71,positive,80,False,positive,longestthirddate,2023,Longest Third Date
26,negative,46,False,negative,malasaña32,2020,Malasaña 32
90,positive,94,False,positive,metromanila,2017,Metro Manila
64,positive,86,False,positive,murderbydecree,2016,Murder by Decree
46,negative,53,False,negative,nim'sisland,2013,Nim's Island
74,positive,75,True,positive,nixon,2014,Nixon
44,negative,5,False,negative,olddogs,2014,Old Dogs
66,positive,53,False,negative,onefineday,2019,One Fine Day
36,negative,34,False,negative,p2,2014,P2
100,positive,100,False,positive,pray:thestoryofpatrickpeyton,2020,Pray: The Story of Patrick Peyton
52,negative,50,False,negative,prime,2016,Prime
39,negative,45,False,negative,returntoneverland,2018,Return to Never Land
58,negative,84,True,positive,scareme,2020,Scare Me
85,positive,90,True,positive,sidney,2022,Sidney
56,negative,41,False,negative,silverbullet,2014,Silver Bullet
63,positive,22,False,negative,stigmata,2017,Stigmata
80,positive,92,False,positive,summertime,2012,Summertime
76,positive,82,False,positive,tetsuo:theironman,2015,Tetsuo: The Iron Man
75,positive,80,False,positive,thebachelors,2017,The Bachelors
93,positive,62,False,positive,thebigblue,2018,The Big Blue
80,positive,85,True,positive,thebirdwiththecrystalplumage,2017,The Bird With the Crystal Plumage
88,positive,88,True,positive,theboyandthebeast,2016,The Boy and the Beast
80,positive,82,False,positive,thechanged,2022,The Changed
49,negative,,False,,theexperiment,2010,The Experiment
40,negative,12,False,negative,thegrudge2,2013,The Grudge 2
82,positive,,False,,thelast:narutothemovie,2016,The Last: Naruto the Movie
89,positive,96,True,positive,thelongwalk,2022,The Long Walk
91,positive,88,False,positive,thelostweekend:alovestory,2023,The Lost Weekend: A Love Story
75,positive,90,True,positive,themessenger,2017,The Messenger
74,positive,89,True,positive,themummy,2016,The Mummy
70,positive,58,False,negative,theperfectgame,2015,The Perfect Game
86,positive,100,False,positive,thepezoutlaw,2022,The Pez Outlaw
57,negative,62,False,positive,theserpentandtherainbow,2016,The Serpent and the Rainbow
56,negative,92,True,positive,thewatermelonwoman,2014,The Watermelon Woman
72,positive,90,True,positive,theirfinest,2017,Their Finest
61,positive,,False,,underseakingdom,2020,Undersea Kingdom
44,negative,,False,,unhunghero,2015,Unhung Hero
93,positive,84,False,positive,unicornwars,2023,Unicorn Wars
50,negative,86,True,positive,wearewhatweare,2017,We Are What We Are
58,negative,90,False,positive,wheniconsumeyou,2022,When I Consume You
,,100,False,positive,100daysofsolitude,2018,100 Days of Solitude
71,positive,88,True,positive,2daysinparis,2015,2 Days in Paris
94,positive,31,False,negative,8seconds,2011,8 Seconds
24,negative,25,False,negative,aquaslash,2020,Aquaslash
42,negative,27,False,negative,attackofthekillertomatoes,2016,Attack of the Killer Tomatoes
83,positive,,False,,bagbaan,2016,Bagbaan
60,positive,44,False,negative,bambiii,2017,Bambi II
47,negative,44,False,negative,blindness,2016,Blindness
16,negative,,False,,cabinfever2:springfever,2011,Cabin Fever 2: Spring Fever
34,negative,35,False,negative,cheaperbythedozen,2022,Cheaper by the Dozen
39,negative,5,False,negative,christmaswiththekranks,2012,Christmas With the Kranks
29,negative,50,False,negative,contracted,2016,Contracted
37,negative,1,False,negative,daddydaycamp,2012,Daddy Day Camp
36,negative,52,False,negative,darkwasthenight,2016,Dark Was the Night
37,negative,17,False,negative,deathrace2,2014,Death Race 2
62,positive,11,False,negative,downperiscope,2013,Down Periscope
46,negative,47,False,negative,edmond,2017,Edmond
63,positive,86,False,positive,flesh&blood,2008,Flesh & Blood
85,positive,91,True,positive,frantz,2017,Frantz
37,negative,62,False,positive,game6,2017,Game 6
66,positive,88,False,positive,gingersnapsii:unleashed,2019,Ginger Snaps II: Unleashed
34,negative,34,False,negative,hardrain,2011,Hard Rain
58,negative,53,False,negative,hellbound:hellraiserii,2016,Hellbound: Hellraiser II
32,negative,29,False,negative,"hello,goodbye,andeverythinginbetween",2022,"Hello, Goodbye, and Everything in Between"
23,negative,,False,,homealone4,2016,Home Alone 4
82,positive,20,False,negative,i'mnotashamed,2017,I'm Not Ashamed
16,negative,0,False,negative,killersanonymous,2019,Killers Anonymous
45,negative,100,False,positive,lonesome,2023,Lonesome
70,positive,73,False,positive,lucas,2017,Lucas
61,positive,25,False,negative,missionmajnu,2023,Mission Majnu
44,negative,32,False,negative,needfulthings,2016,Needful Things
53,negative,80,False,positive,noretreatnosurrender,2017,No Retreat No Surrender
61,positive,47,False,negative,orangecounty,2013,Orange County
79,positive,85,True,positive,otherpeople,2017,Other People
39,negative,55,False,negative,p.s.,2017,P.S.
74,positive,71,False,positive,pagglait,2021,Pagglait
60,positive,57,False,negative,perfectsense,2016,Perfect Sense
92,positive,92,False,positive,qt8:thefirsteight,2019,QT8: The First Eight
86,positive,87,False,positive,returnofthedragon,2017,Return of the Dragon
48,negative,44,False,negative,rumble,2021,Rumble
87,positive,89,False,positive,sevenbridesforsevenbrothers,2015,Seven Brides for Seven Brothers
,,52,False,negative,skyfire,2021,Skyfire
82,positive,88,True,positive,sorrywemissedyou,2020,Sorry We Missed You
41,negative,81,True,positive,stuartlittle2,2013,Stuart Little 2
54,negative,51,False,negative,suddenimpact,2009,Sudden Impact
73,positive,78,True,positive,summerland,2020,Summerland
88,positive,38,False,negative,summitfever,2022,Summit Fever
74,positive,89,True,positive,testament,2017,Testament
64,positive,77,True,positive,theadventuresofelmoingrouchland,2013,The Adventures of Elmo in Grouchland
92,positive,68,False,positive,thechorus,2016,The Chorus
40,negative,59,False,negative,thefrontrunner,2019,The Front Runner
,,,False,,theguardofauschwitz,2019,The Guard Of Auschwitz
46,negative,62,False,positive,theosirischild,2017,The Osiris Child
73,positive,80,False,positive,theoutfit,2009,The Outfit
30,negative,62,False,positive,theowners,2020,The Owners
88,positive,93,False,positive,thepurpleroseofcairo,2012,The Purple Rose of Cairo
82,positive,86,False,positive,thespywhocameinfromthecold,2012,The Spy Who Came in From the Cold
90,positive,100,False,positive,thesummitofthegods,2021,The Summit of the Gods
33,negative,,False,,theunseen,2023,The Unseen
73,positive,85,False,positive,thewolf'scall,2019,The Wolf's Call
55,negative,73,True,positive,thewoman,2017,The Woman
92,positive,61,False,positive,thewood,2011,The Wood
59,negative,23,False,negative,thinklikeamantoo,2014,Think Like a Man Too
64,positive,,False,,threestepsaboveheaven,2016,Three Steps Above Heaven
41,negative,14,False,negative,tomandjerry:themovie,2009,Tom and Jerry: The Movie
37,negative,24,False,negative,7daysinentebbe,2018,7 Days in Entebbe
58,negative,86,True,positive,afieldinengland,2016,A Field in England
48,negative,92,True,positive,aquietpassion,2017,A Quiet Passion
53,negative,35,False,negative,alexrider:operationstormbreaker,2016,Alex Rider: Operation Stormbreaker
18,negative,29,False,negative,allmonstersattack,2014,All Monsters Attack
29,negative,81,False,positive,awaitfurtherinstructions,2018,Await Further Instructions
38,negative,26,False,negative,barelylethal,2016,Barely Lethal
58,negative,61,False,positive,bluecrush,2015,Blue Crush
49,negative,29,False,negative,class,2017,Class
57,negative,51,False,negative,contraband,2015,Contraband
27,negative,33,False,negative,criminallaw,2017,Criminal Law
79,positive,95,True,positive,croupier,2020,Croupier
58,negative,52,False,negative,disney'sachristmascarol,2014,Disney's A Christmas Carol
96,positive,98,True,positive,everybody,2023,Every Body
60,positive,79,True,positive,everybodyknows,2019,Everybody Knows
17,negative,6,False,negative,extraction,2016,Extraction
89,positive,82,False,positive,fin,2021,Fin
42,negative,,False,,garfield'sfunfest,2015,Garfield's Fun Fest
59,negative,77,False,positive,"ghidrah,thethree-headedmonster",2014,"Ghidrah, the Three-Headed Monster"
100,positive,,False,,god'snotdead:wethepeople,2021,God's Not Dead: We the People
76,positive,45,False,negative,"hello,dolly!",2013,"Hello, Dolly!"
31,negative,13,False,negative,leatherface:texaschainsawmassacreiii,2014,Leatherface: Texas Chainsaw Massacre III
88,positive,98,True,positive,lifeitself,2016,Life Itself
66,positive,71,False,positive,littlemantate,2008,Little Man Tate
16,negative,22,False,negative,love&gelato,2022,Love & Gelato
72,positive,90,True,positive,obviouschild,2016,Obvious Child
,,,False,,pamela,2020,Pamela
36,negative,18,False,negative,pawnshopchronicles,2017,Pawn Shop Chronicles
76,positive,25,False,negative,peacefulwarrior,2016,Peaceful Warrior
38,negative,,False,,planetdune,2021,Planet Dune
83,positive,75,True,positive,quills,2015,Quills
31,negative,56,False,negative,rabid,2019,Rabid
32,negative,77,False,positive,reddot,2021,Red Dot
70,positive,100,False,positive,residentevil:damnation,2012,Resident Evil: Damnation
79,positive,,False,,riphagen:theuntouchable,2017,Riphagen: The Untouchable
55,negative,20,False,negative,rock-a-doodle,2016,Rock-A-Doodle
27,negative,4,False,negative,servingsara,2018,Serving Sara
57,negative,94,False,positive,snatchers,2019,Snatchers
75,positive,50,False,negative,stealingbeauty,2013,Stealing Beauty
76,positive,28,False,negative,stepup2thestreets,2014,Step Up 2 the Streets
31,negative,,False,,stonehengeapocalypse,2012,Stonehenge Apocalypse
90,positive,96,False,positive,storyave,2023,Story Ave
49,negative,50,False,negative,studentoftheyear,2016,Student of the Year
91,positive,88,False,positive,swades,2017,Swades
100,positive,,False,,swindle,2015,Swindle
68,positive,65,False,positive,tamasha,2017,Tamasha
36,negative,6,False,negative,theaccidentalhusband,2018,The Accidental Husband
30,negative,9,False,negative,theangriestmaninbrooklyn,2016,The Angriest Man in Brooklyn
82,positive,63,False,positive,thebadseed,2010,The Bad Seed
58,negative,78,False,positive,theboat,2019,The Boat
58,negative,16,False,negative,thecondemned,2010,The Condemned
61,positive,94,True,positive,thefreshman,2013,The Freshman
43,negative,67,False,positive,thefunhouse,2015,The Funhouse
43,negative,70,False,positive,thehallow,2017,The Hallow
67,positive,66,False,positive,thejaneaustenbookclub,2012,The Jane Austen Book Club
91,positive,56,False,negative,thelegendof1900,2017,The Legend of 1900
54,negative,50,False,negative,themanfromearth:holocene,2018,The Man From Earth: Holocene
88,positive,90,False,positive,"thenightisshort,walkongirl",2019,"The Night Is Short, Walk On Girl"
73,positive,95,True,positive,thequeenofversailles,2015,The Queen of Versailles
41,negative,40,False,negative,thesandlot2,2013,The Sandlot 2
83,positive,,False,,thescorpionking:bookofsouls,2018,The Scorpion King: Book of Souls
10,negative,,False,,thesurprisevisit,2022,The Surprise Visit
79,positive,55,False,negative,theunitedstatesvs.billieholiday,2021,The United States vs. Billie Holiday
26,negative,33,False,negative,theward,2016,The Ward
67,positive,,False,,toctoc,2018,Toc toc
55,negative,71,False,positive,tokyodecadence,2017,Tokyo Decadence
63,positive,50,False,negative,warandpeace,2012,War and Peace
71,positive,96,False,positive,wernerherzog:radicaldreamer,2023,Werner Herzog: Radical Dreamer
93,positive,91,False,positive,14peaks:nothingisimpossible,2021,14 Peaks: Nothing Is Impossible
87,positive,,False,,adaytodie,2022,A Day to Die
47,negative,43,False,negative,arq,2017,ARQ
58,negative,,False,,alvinandthechipmunks,2015,Alvin and the Chipmunks
33,negative,,False,,atlas,2018,Atlas
76,positive,,False,,barbieastheprincessandthepauper,2015,Barbie as the Princess and the Pauper
